,origin,destination,path,service_ids,first_service_mode,last_service_mode,first_service,first_service_departure,service_capacities,service_capacity,total_transport_cost,transshipment_cost,transshipment_time,storage_time,storage_cost,total_cost,last_service_arrival,Transshipment Terminal(s),Loading_cost_at_origin,Unloading_cost_at_destination
132,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Train17, Train30",Barge,Train,Barge01,53,"160, 90, 90",90,74.2812,57.0,2,48.5,48.5,179.7812,,"Euromax,Venlo",3.0,18.0
133,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Train18, Train30",Barge,Train,Barge01,53,"160, 90, 90",90,74.2812,57.0,2,48.5,48.5,179.7812,,"Euromax,Venlo",3.0,18.0
134,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Train19, Train32",Barge,Train,Barge01,53,"160, 90, 90",90,84.7597,57.0,2,54.5,54.5,196.2597,,"Euromax,Duisburg",3.0,18.0
135,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Train20, Train32",Barge,Train,Barge01,53,"160, 90, 90",90,84.7597,57.0,2,54.5,54.5,196.2597,,"Euromax,Duisburg",3.0,18.0
136,Delta,Dortmund,Delta to Euromax -> Euromax to Dortmund,"Barge01, Train22",Barge,Train,Barge01,53,"160, 90",90,79.52045000000001,21.0,1,21.0,21.0,121.52045000000001,,Euromax,3.0,18.0
137,Delta,Dortmund,Delta to HOME -> HOME to Venlo -> Venlo to Dortmund,"Barge02, Train24, Train30",Barge,Train,Barge02,53,"160, 90, 90",90,65.20025000000001,57.0,2,48.0,48.0,170.20025,,"HOME,Venlo",3.0,18.0
138,Delta,Dortmund,Delta to HOME -> HOME to Duisburg -> Duisburg to Dortmund,"Barge02, Train26, Train32",Barge,Train,Barge02,53,"160, 90, 90",90,75.67875,57.0,2,54.0,54.0,186.67874999999998,,"HOME,Duisburg",3.0,18.0
139,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Barge47, Train30",Barge,Train,Barge03,3,"160, 160, 90",90,40.17175,27.0,2,89.0,89.0,156.17175,,"Moerdijk,Venlo",3.0,18.0
140,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Barge48, Train32",Barge,Train,Barge03,3,"160, 160, 90",90,31.55665,27.0,2,95.0,95.0,153.55665,,"Moerdijk,Duisburg",3.0,18.0
141,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Train27, Train30",Barge,Train,Barge03,3,"160, 90, 90",90,62.29025,57.0,2,96.0,96.0,215.29025000000001,,"Moerdijk,Venlo",3.0,18.0
142,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Train28, Train32",Barge,Train,Barge03,3,"160, 90, 90",90,62.29025000000001,57.0,2,103.0,103.0,222.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
143,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Barge47, Train30",Barge,Train,Barge04,15,"160, 160, 90",90,40.17175,27.0,2,77.0,77.0,144.17175,,"Moerdijk,Venlo",3.0,18.0
144,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Barge48, Train32",Barge,Train,Barge04,15,"160, 160, 90",90,31.55665,27.0,2,83.0,83.0,141.55665,,"Moerdijk,Duisburg",3.0,18.0
145,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Train27, Train30",Barge,Train,Barge04,15,"160, 90, 90",90,62.29025,57.0,2,84.0,84.0,203.29025000000001,,"Moerdijk,Venlo",3.0,18.0
146,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Train28, Train32",Barge,Train,Barge04,15,"160, 90, 90",90,62.29025000000001,57.0,2,91.0,91.0,210.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
147,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Barge47, Train30",Barge,Train,Barge05,27,"160, 160, 90",90,40.17175,27.0,2,65.0,65.0,132.17175,,"Moerdijk,Venlo",3.0,18.0
148,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Barge48, Train32",Barge,Train,Barge05,27,"160, 160, 90",90,31.55665,27.0,2,71.0,71.0,129.55665,,"Moerdijk,Duisburg",3.0,18.0
149,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Train27, Train30",Barge,Train,Barge05,27,"160, 90, 90",90,62.29025,57.0,2,72.0,72.0,191.29025000000001,,"Moerdijk,Venlo",3.0,18.0
150,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Train28, Train32",Barge,Train,Barge05,27,"160, 90, 90",90,62.29025000000001,57.0,2,79.0,79.0,198.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
151,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Barge47, Train30",Barge,Train,Barge06,39,"160, 160, 90",90,40.17175,27.0,2,53.0,53.0,120.17175,,"Moerdijk,Venlo",3.0,18.0
152,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Barge48, Train32",Barge,Train,Barge06,39,"160, 160, 90",90,31.55665,27.0,2,59.0,59.0,117.55665,,"Moerdijk,Duisburg",3.0,18.0
153,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Train27, Train30",Barge,Train,Barge06,39,"160, 90, 90",90,62.29025,57.0,2,60.0,60.0,179.29025000000001,,"Moerdijk,Venlo",3.0,18.0
154,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Train28, Train32",Barge,Train,Barge06,39,"160, 90, 90",90,62.29025000000001,57.0,2,67.0,67.0,186.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
155,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Barge47, Train30",Barge,Train,Barge07,51,"160, 160, 90",90,40.17175,27.0,2,41.0,41.0,108.17175,,"Moerdijk,Venlo",3.0,18.0
156,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Barge48, Train32",Barge,Train,Barge07,51,"160, 160, 90",90,31.55665,27.0,2,47.0,47.0,105.55665,,"Moerdijk,Duisburg",3.0,18.0
157,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Train27, Train30",Barge,Train,Barge07,51,"160, 90, 90",90,62.29025,57.0,2,48.0,48.0,167.29025000000001,,"Moerdijk,Venlo",3.0,18.0
158,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Train28, Train32",Barge,Train,Barge07,51,"160, 90, 90",90,62.29025000000001,57.0,2,55.0,55.0,174.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
159,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Barge47, Train30",Barge,Train,Barge08,63,"160, 160, 90",90,40.17175,27.0,2,29.0,29.0,96.17175,,"Moerdijk,Venlo",3.0,18.0
160,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Train27, Train30",Barge,Train,Barge08,63,"160, 90, 90",90,62.29025,57.0,2,36.0,36.0,155.29025000000001,,"Moerdijk,Venlo",3.0,18.0
161,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge08, Train28, Train32",Barge,Train,Barge08,63,"160, 90, 90",90,62.29025000000001,57.0,2,43.0,43.0,162.29025000000001,,"Moerdijk,Duisburg",3.0,18.0
162,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge09, Barge47, Train30",Barge,Train,Barge09,75,"160, 160, 90",90,40.17175,27.0,2,17.0,17.0,84.17175,,"Moerdijk,Venlo",3.0,18.0
163,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge17, Train30",Barge,Train,Barge17,12,"160, 90",90,38.30835,21.0,1,85.0,85.0,144.30835,,Venlo,3.0,18.0
164,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge18, Train30",Barge,Train,Barge18,18,"160, 90",90,38.30835,21.0,1,79.0,79.0,138.30835,,Venlo,3.0,18.0
165,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge19, Train30",Barge,Train,Barge19,36,"160, 90",90,38.30835,21.0,1,61.0,61.0,120.30834999999999,,Venlo,3.0,18.0
166,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge20, Train30",Barge,Train,Barge20,42,"160, 90",90,38.30835,21.0,1,55.0,55.0,114.30834999999999,,Venlo,3.0,18.0
167,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge21, Train30",Barge,Train,Barge21,60,"160, 90",90,38.30835,21.0,1,37.0,37.0,96.30834999999999,,Venlo,3.0,18.0
168,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge22, Train30",Barge,Train,Barge22,66,"160, 90",90,38.30835,21.0,1,31.0,31.0,90.30834999999999,,Venlo,3.0,18.0
169,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge23, Train30",Barge,Train,Barge23,90,"160, 90",90,38.30835,21.0,1,7.0,7.0,66.30834999999999,,Venlo,3.0,18.0
170,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Barge26, Train32",Barge,Train,Barge26,82,"160, 90",90,30.62495,21.0,1,20.0,20.0,71.62495,,Duisburg,3.0,18.0
171,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train01, Train30",Train,Train,Train01,16,"90, 90",90,68.11025000000001,36.0,1,90.0,90.0,194.11025,,Venlo,18.0,18.0
172,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train02, Train30",Train,Train,Train02,40,"90, 90",90,68.11025000000001,36.0,1,66.0,66.0,170.11025,,Venlo,18.0,18.0
173,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train03, Train30",Train,Train,Train03,9,"90, 90",90,68.11025000000001,36.0,1,97.0,97.0,201.11025,,Venlo,18.0,18.0
174,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train04, Train30",Train,Train,Train04,33,"90, 90",90,68.11025000000001,36.0,1,73.0,73.0,177.11025,,Venlo,18.0,18.0
175,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train05, Train30",Train,Train,Train05,57,"90, 90",90,68.11025000000001,36.0,1,49.0,49.0,153.11025,,Venlo,18.0,18.0
176,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train06, Train30",Train,Train,Train06,81,"90, 90",90,68.11025000000001,36.0,1,25.0,25.0,129.11025,,Venlo,18.0,18.0
177,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train09, Train32",Train,Train,Train09,41,"90, 90",90,78.58875,36.0,1,71.0,71.0,185.58875,,Duisburg,18.0,18.0
178,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train10, Train32",Train,Train,Train10,75,"90, 90",90,78.58875,36.0,1,37.0,37.0,151.58875,,Duisburg,18.0,18.0
179,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train11, Train32",Train,Train,Train11,99,"90, 90",90,78.58875,36.0,1,13.0,13.0,127.58875,,Duisburg,18.0,18.0
180,Delta,Dortmund,Delta to Dortmund,Train14,Train,Train,Train14,88,90,90,73.3495,0.0,0,0.0,0.0,73.3495,,0,18.0,18.0
181,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Barge36, Train31",Barge,Train,Barge01,53,"160, 160, 90",90,128.77315,27.0,2,40.5,40.5,196.27315,,"Euromax,Venlo",3.0,18.0
182,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Train17, Train31",Barge,Train,Barge01,53,"160, 90, 90",90,163.34844999999999,57.0,2,49.5,49.5,269.84844999999996,,"Euromax,Venlo",3.0,18.0
183,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Train18, Train31",Barge,Train,Barge01,53,"160, 90, 90",90,163.34844999999999,57.0,2,49.5,49.5,269.84844999999996,,"Euromax,Venlo",3.0,18.0
184,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Train19, Train33",Barge,Train,Barge01,53,"160, 90, 90",90,173.82695,57.0,2,55.5,55.5,286.32695,,"Euromax,Duisburg",3.0,18.0
185,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Train20, Train33",Barge,Train,Barge01,53,"160, 90, 90",90,173.82695,57.0,2,55.5,55.5,286.32695,,"Euromax,Duisburg",3.0,18.0
186,Delta,Nuremberg,Delta to Euromax -> Euromax to Nuremberg,"Barge01, Train23",Barge,Train,Barge01,53,"160, 90",90,163.34845,21.0,1,22.0,22.0,206.34845,,Euromax,3.0,18.0
187,Delta,Nuremberg,Delta to HOME -> HOME to Venlo -> Venlo to Nuremberg,"Barge02, Train24, Train31",Barge,Train,Barge02,53,"160, 90, 90",90,154.26749999999998,57.0,2,49.0,49.0,260.2675,,"HOME,Venlo",3.0,18.0
188,Delta,Nuremberg,Delta to HOME -> HOME to Duisburg -> Duisburg to Nuremberg,"Barge02, Train26, Train33",Barge,Train,Barge02,53,"160, 90, 90",90,164.74599999999998,57.0,2,55.0,55.0,276.746,,"HOME,Duisburg",3.0,18.0
189,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Barge47, Train31",Barge,Train,Barge03,3,"160, 160, 90",90,129.239,27.0,2,90.0,90.0,246.239,,"Moerdijk,Venlo",3.0,18.0
190,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Barge48, Train33",Barge,Train,Barge03,3,"160, 160, 90",90,120.62389999999999,27.0,2,96.0,96.0,243.6239,,"Moerdijk,Duisburg",3.0,18.0
191,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Train27, Train31",Barge,Train,Barge03,3,"160, 90, 90",90,151.3575,57.0,2,97.0,97.0,305.35749999999996,,"Moerdijk,Venlo",3.0,18.0
192,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Train28, Train33",Barge,Train,Barge03,3,"160, 90, 90",90,151.35750000000002,57.0,2,104.0,104.0,312.3575,,"Moerdijk,Duisburg",3.0,18.0
193,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Barge47, Train31",Barge,Train,Barge04,15,"160, 160, 90",90,129.239,27.0,2,78.0,78.0,234.239,,"Moerdijk,Venlo",3.0,18.0
194,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Barge48, Train33",Barge,Train,Barge04,15,"160, 160, 90",90,120.62389999999999,27.0,2,84.0,84.0,231.6239,,"Moerdijk,Duisburg",3.0,18.0
195,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Train27, Train31",Barge,Train,Barge04,15,"160, 90, 90",90,151.3575,57.0,2,85.0,85.0,293.35749999999996,,"Moerdijk,Venlo",3.0,18.0
196,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Train28, Train33",Barge,Train,Barge04,15,"160, 90, 90",90,151.35750000000002,57.0,2,92.0,92.0,300.3575,,"Moerdijk,Duisburg",3.0,18.0
197,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Barge47, Train31",Barge,Train,Barge05,27,"160, 160, 90",90,129.239,27.0,2,66.0,66.0,222.239,,"Moerdijk,Venlo",3.0,18.0
198,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Barge48, Train33",Barge,Train,Barge05,27,"160, 160, 90",90,120.62389999999999,27.0,2,72.0,72.0,219.6239,,"Moerdijk,Duisburg",3.0,18.0
199,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Train27, Train31",Barge,Train,Barge05,27,"160, 90, 90",90,151.3575,57.0,2,73.0,73.0,281.35749999999996,,"Moerdijk,Venlo",3.0,18.0
200,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Train28, Train33",Barge,Train,Barge05,27,"160, 90, 90",90,151.35750000000002,57.0,2,80.0,80.0,288.3575,,"Moerdijk,Duisburg",3.0,18.0
201,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Barge47, Train31",Barge,Train,Barge06,39,"160, 160, 90",90,129.239,27.0,2,54.0,54.0,210.239,,"Moerdijk,Venlo",3.0,18.0
202,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Barge48, Train33",Barge,Train,Barge06,39,"160, 160, 90",90,120.62389999999999,27.0,2,60.0,60.0,207.6239,,"Moerdijk,Duisburg",3.0,18.0
203,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Train27, Train31",Barge,Train,Barge06,39,"160, 90, 90",90,151.3575,57.0,2,61.0,61.0,269.35749999999996,,"Moerdijk,Venlo",3.0,18.0
204,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Train28, Train33",Barge,Train,Barge06,39,"160, 90, 90",90,151.35750000000002,57.0,2,68.0,68.0,276.3575,,"Moerdijk,Duisburg",3.0,18.0
205,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Barge47, Train31",Barge,Train,Barge07,51,"160, 160, 90",90,129.239,27.0,2,42.0,42.0,198.239,,"Moerdijk,Venlo",3.0,18.0
206,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Barge48, Train33",Barge,Train,Barge07,51,"160, 160, 90",90,120.62389999999999,27.0,2,48.0,48.0,195.6239,,"Moerdijk,Duisburg",3.0,18.0
207,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Train27, Train31",Barge,Train,Barge07,51,"160, 90, 90",90,151.3575,57.0,2,49.0,49.0,257.35749999999996,,"Moerdijk,Venlo",3.0,18.0
208,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Train28, Train33",Barge,Train,Barge07,51,"160, 90, 90",90,151.35750000000002,57.0,2,56.0,56.0,264.3575,,"Moerdijk,Duisburg",3.0,18.0
209,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Barge47, Train31",Barge,Train,Barge08,63,"160, 160, 90",90,129.239,27.0,2,30.0,30.0,186.239,,"Moerdijk,Venlo",3.0,18.0
210,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Train27, Train31",Barge,Train,Barge08,63,"160, 90, 90",90,151.3575,57.0,2,37.0,37.0,245.3575,,"Moerdijk,Venlo",3.0,18.0
211,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge08, Train28, Train33",Barge,Train,Barge08,63,"160, 90, 90",90,151.35750000000002,57.0,2,44.0,44.0,252.35750000000002,,"Moerdijk,Duisburg",3.0,18.0
212,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge09, Barge47, Train31",Barge,Train,Barge09,75,"160, 160, 90",90,129.239,27.0,2,18.0,18.0,174.239,,"Moerdijk,Venlo",3.0,18.0
213,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge17, Train31",Barge,Train,Barge17,12,"160, 90",90,127.37559999999999,21.0,1,86.0,86.0,234.3756,,Venlo,3.0,18.0
214,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge18, Train31",Barge,Train,Barge18,18,"160, 90",90,127.37559999999999,21.0,1,80.0,80.0,228.3756,,Venlo,3.0,18.0
215,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge19, Train31",Barge,Train,Barge19,36,"160, 90",90,127.37559999999999,21.0,1,62.0,62.0,210.3756,,Venlo,3.0,18.0
216,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge20, Train31",Barge,Train,Barge20,42,"160, 90",90,127.37559999999999,21.0,1,56.0,56.0,204.3756,,Venlo,3.0,18.0
217,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge21, Train31",Barge,Train,Barge21,60,"160, 90",90,127.37559999999999,21.0,1,38.0,38.0,186.3756,,Venlo,3.0,18.0
218,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge22, Train31",Barge,Train,Barge22,66,"160, 90",90,127.37559999999999,21.0,1,32.0,32.0,180.3756,,Venlo,3.0,18.0
219,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge23, Train31",Barge,Train,Barge23,90,"160, 90",90,127.37559999999999,21.0,1,8.0,8.0,156.3756,,Venlo,3.0,18.0
220,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge24, Train31",Barge,Train,Barge24,96,"160, 90",90,127.37559999999999,21.0,1,2.0,2.0,150.3756,,Venlo,3.0,18.0
221,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Barge26, Train33",Barge,Train,Barge26,82,"160, 90",90,119.6922,21.0,1,21.0,21.0,161.6922,,Duisburg,3.0,18.0
222,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train01, Train31",Train,Train,Train01,16,"90, 90",90,157.1775,36.0,1,91.0,91.0,284.1775,,Venlo,18.0,18.0
223,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train02, Train31",Train,Train,Train02,40,"90, 90",90,157.1775,36.0,1,67.0,67.0,260.1775,,Venlo,18.0,18.0
224,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train03, Train31",Train,Train,Train03,9,"90, 90",90,157.1775,36.0,1,98.0,98.0,291.1775,,Venlo,18.0,18.0
225,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train04, Train31",Train,Train,Train04,33,"90, 90",90,157.1775,36.0,1,74.0,74.0,267.1775,,Venlo,18.0,18.0
226,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train05, Train31",Train,Train,Train05,57,"90, 90",90,157.1775,36.0,1,50.0,50.0,243.1775,,Venlo,18.0,18.0
227,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train06, Train31",Train,Train,Train06,81,"90, 90",90,157.1775,36.0,1,26.0,26.0,219.1775,,Venlo,18.0,18.0
228,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train07, Train31",Train,Train,Train07,105,"90, 90",90,157.1775,36.0,1,2.0,2.0,195.1775,,Venlo,18.0,18.0
229,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train09, Train33",Train,Train,Train09,41,"90, 90",90,167.656,36.0,1,72.0,72.0,275.656,,Duisburg,18.0,18.0
230,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train10, Train33",Train,Train,Train10,75,"90, 90",90,167.656,36.0,1,38.0,38.0,241.656,,Duisburg,18.0,18.0
231,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train11, Train33",Train,Train,Train11,99,"90, 90",90,167.656,36.0,1,14.0,14.0,217.656,,Duisburg,18.0,18.0
232,Delta,Nuremberg,Delta to Nuremberg,Train15,Train,Train,Train15,51,90,90,157.1775,0.0,0,0.0,0.0,157.1775,,0,18.0,18.0
233,Delta,Nuremberg,Delta to Nuremberg,Train16,Train,Train,Train16,99,90,90,157.1775,0.0,0,0.0,0.0,157.1775,,0,18.0,18.0
234,Euromax,Moerdijk,Euromax to Moerdijk,Barge32,Barge,Barge,Barge32,3,160,160,5.12435,0.0,0,0.0,0.0,5.12435,,0,3.0,3.0
235,Euromax,Moerdijk,Euromax to Moerdijk,Barge33,Barge,Barge,Barge33,51,160,160,5.12435,0.0,0,0.0,0.0,5.12435,,0,3.0,3.0
236,Euromax,Moerdijk,Euromax to Moerdijk,Barge34,Barge,Barge,Barge34,99,160,160,5.12435,0.0,0,0.0,0.0,5.12435,,0,3.0,3.0
237,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge32, Barge47",Barge,Barge,Barge32,3,"160, 160",160,14.44135,6.0,1,83.5,83.5,103.94135,,Moerdijk,3.0,3.0
238,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge32, Train27",Barge,Train,Barge32,3,"160, 90",90,36.55985,21.0,1,63.5,63.5,121.05985,,Moerdijk,3.0,18.0
239,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge33, Barge47",Barge,Barge,Barge33,51,"160, 160",160,14.44135,6.0,1,35.5,35.5,55.94135,,Moerdijk,3.0,3.0
240,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge33, Train27",Barge,Train,Barge33,51,"160, 90",90,36.55985,21.0,1,15.5,15.5,73.05985,,Moerdijk,3.0,18.0
241,Euromax,Venlo,Euromax to Venlo,Barge35,Barge,Barge,Barge35,27,160,160,12.57795,0.0,0,0.0,0.0,12.57795,,0,3.0,3.0
242,Euromax,Venlo,Euromax to Venlo,Barge36,Barge,Barge,Barge36,75,160,160,12.57795,0.0,0,0.0,0.0,12.57795,,0,3.0,3.0
243,Euromax,Venlo,Euromax to Venlo,Train17,Train,Train,Train17,78,90,90,47.15325,0.0,0,0.0,0.0,47.15325,,0,18.0,18.0
244,Euromax,Venlo,Euromax to Venlo,Train18,Train,Train,Train18,102,90,90,47.15325,0.0,0,0.0,0.0,47.15325,,0,18.0,18.0
245,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge32, Barge48",Barge,Barge,Barge32,3,"160, 160",160,16.30475,6.0,1,59.5,59.5,81.80475,,Moerdijk,3.0,3.0
246,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge32, Train28",Barge,Train,Barge32,3,"160, 90",90,47.03835,21.0,1,65.5,65.5,133.53835,,Moerdijk,3.0,18.0
