,Demand_ID,Origin,Destination,Release Time,Due Time,Service_week,Volume,Announce Time,Solution_List
112,Request20,Euromax,Nuremberg,42,102,0.0,5,0,"Barge36, Train31; Barge33, Barge48, Train33; Barge33, Barge47, Train31; Train23; Barge33, Train27, Train31; Barge33, Train28, Train33; Train17, Train31; Train18, Train31; Train19, Train33; Train20, Train33"
113,Request200,Delta,Venlo,546,661,3.0,11,480,"Barge21; Barge22; Barge01, Barge36; Barge23; Barge07, Barge47; Barge08, Barge47; Barge09, Barge47; Barge24; Barge02, Barge43; Train05"
114,Request21,Delta,Dortmund,59,204,0.0,15,0,"Barge26, Train32; Barge21, Train30; Barge22, Train30; Barge23, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge26, Truck33; Barge21, Truck30; Train14; Barge22, Truck30"
115,Request22,Euromax,Nuremberg,15,169,0.0,28,0,"Barge35, Train31; Barge36, Train31; Barge33, Barge48, Train33; Barge33, Barge47, Train31; Train23; Barge33, Train27, Train31; Barge33, Train28, Train33; Train17, Train31; Train18, Train31; Train19, Train33"
116,Request23,HOME,Neuss,30,115,0.0,28,0,"Barge45, Truck32; Barge45, Barge49; Barge41, Barge48, Barge49; Barge41, Barge48, Truck32; Barge41, Barge47, Train29; Barge41, Barge47, Truck29; Barge41, Train28, Barge49; Barge41, Train28, Truck32; Train26, Barge49; Train26, Truck32"
117,Request24,Delta,Dortmund,7,137,0.0,5,0,"Barge17, Truck30; Barge18, Truck30; Barge19, Truck30; Barge20, Truck30; Barge26, Train32; Barge05, Barge48, Truck33; Barge07, Barge48, Truck33; Barge06, Barge48, Truck33; Barge04, Barge48, Truck33; Barge18, Train30"
118,Request25,Delta,Moerdijk,32,174,0.0,10,0,"Barge06; Barge07; Barge08; Barge09; Barge10; Barge11; Barge02, Barge42; Barge01, Barge34; Barge02, Truck18; Barge12"
119,Request26,HOME,Dortmund,55,217,0.0,18,0,"Train24, Train30; Train26, Truck33; Train26, Train32; Train24, Truck30"
120,Request27,Delta,Venlo,47,138,0.0,17,0,"Barge21; Barge22; Barge01, Barge36; Barge23; Barge07, Barge47; Barge08, Barge47; Barge09, Barge47; Barge24; Barge02, Barge43; Train05"
121,Request28,Delta,Duisburg,80,186,0.0,26,0,Barge26; Barge27; Train11; Train12
122,Request29,Delta,Nuremberg,43,159,0.0,21,0,"Train15; Barge26, Train33; Barge21, Train31; Barge22, Train31; Barge23, Train31; Barge24, Train31; Barge07, Barge48, Train33; Barge07, Barge47, Train31; Barge08, Barge47, Train31; Barge09, Barge47, Train31"
123,Request3,Delta,Moerdijk,9,122,0.0,11,0,"Barge04; Barge05; Barge06; Barge07; Barge08; Barge09; Barge10; Barge11; Barge02, Barge42; Barge01, Barge34"
124,Request30,Delta,Venlo,74,215,0.0,15,0,"Barge23; Barge09, Barge47; Barge24; Barge25; Train06; Train07; Barge09, Truck25; Train08"
125,Request31,Delta,Dortmund,61,141,0.0,10,0,"Barge26, Train32; Barge22, Train30; Barge23, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge26, Truck33; Train14; Barge22, Truck30; Barge23, Truck30; Barge08, Barge47, Truck30"
126,Request32,Delta,Neuss,55,114,0.0,27,0,"Barge31; Barge26, Barge49; Barge26, Truck32; Barge21, Truck29; Barge21, Train29; Barge22, Train29; Barge23, Train29; Barge22, Truck29; Barge08, Barge47, Train29; Barge09, Barge47, Train29"
127,Request33,Delta,Dortmund,11,63,0.0,13,0,"Barge17, Truck30; Barge18, Truck30; Barge19, Truck30; Barge20, Truck30; Barge26, Train32; Barge18, Train30; Barge20, Train30; Barge19, Train30; Barge22, Train30; Barge21, Train30"
128,Request34,HOME,Neuss,7,79,0.0,18,0,"Barge45, Truck32; Barge45, Barge49; Barge41, Barge48, Barge49; Barge41, Barge48, Truck32; Train25, Truck32; Barge41, Barge47, Train29; Barge41, Train28, Barge49; Barge41, Train28, Truck32; Train25, Barge49; Train26, Barge49"
129,Request35,Delta,Dortmund,28,81,0.0,17,0,"Barge19, Truck30; Barge19, Train30; Barge20, Train30; Barge06, Barge48, Train32; Barge07, Barge48, Train32; Barge06, Barge47, Train30; Barge07, Barge47, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge01, Barge36, Train30"
130,Request36,Delta,Neuss,8,121,0.0,28,0,"Barge01, Barge39; Barge31; Barge17, Truck29; Barge18, Truck29; Barge26, Barge49; Barge04, Barge48, Barge49; Barge05, Barge48, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29"
131,Request37,Delta,Neuss,7,60,0.0,30,0,"Barge01, Barge39; Barge31; Barge17, Truck29; Barge18, Truck29; Barge26, Barge49; Barge04, Barge48, Barge49; Barge05, Barge48, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29"
132,Request38,Delta,Duisburg,64,135,0.0,22,0,Barge26; Barge27; Train10; Train11; Train12
133,Request39,Delta,Dortmund,9,68,0.0,9,0,"Barge17, Truck30; Barge18, Truck30; Barge19, Truck30; Barge20, Truck30; Barge26, Train32; Barge18, Train30; Barge20, Train30; Barge19, Train30; Barge22, Train30; Barge21, Train30"
134,Request4,Delta,Dortmund,44,166,0.0,22,0,"Barge26, Train32; Barge07, Barge48, Truck33; Barge21, Train30; Barge22, Train30; Barge23, Train30; Barge07, Barge48, Train32; Barge07, Barge47, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge01, Barge36, Train30"
135,Request40,Delta,Venlo,62,223,0.0,22,0,"Barge22; Barge23; Barge08, Barge47; Barge09, Barge47; Barge24; Barge25; Barge08, Train27; Train06; Train07; Barge08, Truck25"
136,Request41,Delta,Nuremberg,47,202,0.0,28,0,"Train15; Barge26, Train33; Barge21, Train31; Barge22, Train31; Barge23, Train31; Barge24, Train31; Barge07, Barge48, Train33; Barge07, Barge47, Train31; Barge08, Barge47, Train31; Barge09, Barge47, Train31"
137,Request42,HOME,Nuremberg,25,133,0.0,15,0,"Barge45, Train33; Barge41, Barge48, Train33; Barge41, Barge47, Train31; Barge41, Train27, Train31; Train24, Train31; Barge41, Train28, Train33; Train26, Train33; Train25, Train33; Barge41, Truck25, Train31; Barge41, Truck26, Train33"
138,Request43,Delta,Nuremberg,0,84,0.0,16,0,"Train15; Barge03, Barge48, Train33; Barge04, Barge48, Train33; Barge05, Barge48, Train33; Barge06, Barge48, Train33; Barge03, Barge47, Train31; Barge04, Barge47, Train31; Barge05, Barge47, Train31; Barge06, Barge47, Train31; Barge01, Barge36, Train31"
139,Request44,Delta,Neuss,76,182,0.0,6,0,"Barge31; Barge26, Barge49; Barge26, Truck32; Barge23, Train29; Barge23, Truck29; Train13; Train11, Barge49; Train06, Train29; Train06, Truck29; Train11, Truck32"
140,Request45,Delta,Venlo,92,231,0.0,9,0,Barge24; Barge25; Train07; Train08
141,Request46,Delta,Neuss,20,144,0.0,25,0,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge05, Barge48, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge05, Barge48, Truck32; Barge07, Barge48, Truck32"
142,Request47,Delta,Dortmund,87,152,0.0,29,0,"Barge23, Train30; Train14; Train11, Truck33"
143,Request48,HOME,Neuss,29,147,0.0,17,0,"Barge45, Truck32; Barge45, Barge49; Barge41, Barge48, Barge49; Barge41, Barge48, Truck32; Barge41, Barge47, Train29; Barge41, Barge47, Truck29; Barge41, Train28, Barge49; Barge41, Train28, Truck32; Train26, Barge49; Train26, Truck32"
144,Request49,Delta,Dortmund,82,228,0.0,5,0,"Barge23, Train30; Train14; Barge23, Truck30; Train11, Train32; Train11, Truck33"
145,Request5,Delta,Neuss,74,168,0.0,24,0,"Barge31; Barge26, Barge49; Barge26, Truck32; Barge23, Train29; Barge09, Barge47, Train29; Barge23, Truck29; Barge09, Barge47, Truck29; Train13; Train10, Barge49; Train11, Barge49"
146,Request50,Euromax,Dortmund,14,111,0.0,14,0,"Barge33, Barge48, Truck33; Barge35, Train30; Barge36, Train30; Barge33, Barge48, Train32; Barge33, Barge47, Train30; Train22; Barge33, Train27, Train30; Barge33, Train28, Truck33; Barge33, Train28, Train32; Train17, Train30"
147,Request51,Euromax,Neuss,25,121,0.0,21,0,"Barge35, Truck29; Barge33, Barge48, Barge49; Barge33, Barge48, Truck32; Barge35, Train29; Barge36, Train29; Barge33, Barge47, Train29; Train21; Barge36, Truck29; Barge33, Barge47, Truck29; Barge33, Train28, Barge49"
148,Request52,Delta,Nuremberg,28,160,0.0,22,0,"Train15; Barge26, Train33; Barge19, Train31; Barge20, Train31; Barge21, Train31; Barge23, Train31; Barge22, Train31; Barge24, Train31; Barge06, Barge48, Train33; Barge07, Barge48, Train33"
149,Request53,HOME,Nuremberg,41,206,0.0,23,0,"Barge45, Train33; Barge41, Barge48, Train33; Barge41, Barge47, Train31; Barge41, Train27, Train31; Train24, Train31; Barge41, Train28, Train33; Train26, Train33; Barge41, Truck25, Train31; Barge41, Truck26, Train33; Barge41, Truck25, Train31"
150,Request54,Delta,Venlo,45,175,0.0,21,0,"Barge21; Barge22; Barge01, Barge36; Barge23; Barge07, Barge47; Barge08, Barge47; Barge09, Barge47; Barge24; Barge02, Barge43; Train05"
151,Request55,Delta,Dortmund,13,74,0.0,23,0,"Barge23, Train30; Barge18, Train30; Barge04, Barge47, Train30; Barge05, Barge47, Train30; Barge06, Barge47, Train30; Barge07, Barge47, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge01, Barge36, Train30; Barge01, Train22"
152,Request56,Delta,Nuremberg,59,189,0.0,5,0,"Barge26, Train33; Barge21, Train31; Barge22, Train31; Barge23, Train31; Barge24, Train31; Barge08, Barge47, Train31; Barge09, Barge47, Train31; Train16; Barge08, Train27, Train31; Train06, Train31"
153,Request57,Euromax,Nuremberg,45,155,0.0,17,0,"Barge36, Train31; Barge33, Barge48, Train33; Barge33, Barge47, Train31; Train23; Barge33, Train27, Train31; Barge33, Train28, Train33; Train17, Train31; Train18, Train31; Train19, Train33; Train20, Train33"
154,Request58,Euromax,Duisburg,50,133,0.0,9,0,"Barge33, Barge48; Barge37; Barge33, Train28; Train19; Train20; Barge33, Truck26; Barge33, Truck26"
155,Request59,Delta,Dortmund,78,181,0.0,27,0,"Barge26, Truck33; Train14; Train11, Truck33"
156,Request6,Delta,Duisburg,94,151,0.0,28,0,Barge27; Train11; Train12
157,Request60,Euromax,Dortmund,10,74,0.0,19,0,"Barge33, Barge48, Truck33; Train22; Barge33, Train28, Truck33; Train19, Truck33; Train20, Truck33"
158,Request61,Delta,Venlo,37,147,0.0,24,0,"Barge20; Barge21; Barge22; Barge01, Barge36; Barge23; Barge06, Barge47; Barge07, Barge47; Barge08, Barge47; Barge09, Barge47; Barge24"
159,Request62,HOME,Nuremberg,3,73,0.0,12,0,"Barge45, Train33; Barge40, Barge48, Train33; Barge41, Barge48, Train33; Barge40, Barge47, Train31; Barge41, Barge47, Train31; Barge40, Train27, Train31; Barge41, Train27, Train31; Train24, Train31; Barge40, Train28, Train33; Barge41, Train28, Train33"
160,Request63,Delta,Venlo,74,196,0.0,7,0,"Barge23; Barge09, Barge47; Barge24; Barge25; Train06; Train07; Barge09, Truck25; Train08"
161,Request64,Delta,Neuss,78,154,0.0,22,0,"Barge31; Barge23, Train29; Barge23, Truck29; Train13; Train11, Barge49; Train06, Train29; Train06, Truck29; Train11, Truck32"
162,Request65,Delta,Nuremberg,25,95,0.0,15,0,"Barge26, Train33; Barge05, Barge48, Train33; Barge06, Barge48, Train33; Barge07, Barge48, Train33; Barge05, Barge47, Train31; Barge06, Barge47, Train31; Barge07, Barge47, Train31; Barge08, Barge47, Train31; Barge01, Barge36, Train31; Barge01, Train23"
163,Request66,Delta,Dortmund,86,162,0.0,23,0,Train14
164,Request67,Delta,Neuss,238,372,1.0,30,144,"Barge31; Barge26, Barge49; Barge26, Truck32; Barge23, Train29; Barge09, Barge47, Train29; Barge23, Truck29; Barge09, Barge47, Truck29; Train13; Train10, Barge49; Train11, Barge49"
165,Request68,Euromax,Neuss,181,347,1.0,23,144,"Barge39; Barge35, Truck29; Barge33, Barge48, Barge49; Barge33, Barge48, Truck32; Barge35, Train29; Barge36, Train29; Barge33, Barge47, Train29; Train21; Barge36, Truck29; Barge33, Barge47, Truck29"
166,Request69,Euromax,Nuremberg,166,231,1.0,24,144,"Barge36, Train31; Barge35, Train31; Barge32, Barge48, Train33; Barge33, Barge48, Train33; Barge32, Barge47, Train31; Barge33, Barge47, Train31; Train23; Barge32, Train27, Train31; Barge33, Train27, Train31; Barge32, Train28, Train33"
167,Request7,Euromax,Neuss,13,90,0.0,28,0,"Barge39; Barge35, Truck29; Barge33, Barge48, Barge49; Barge33, Barge48, Truck32; Barge35, Train29; Barge36, Train29; Barge33, Barge47, Train29; Train21; Barge36, Truck29; Barge33, Train28, Barge49"
168,Request70,Delta,Neuss,199,308,1.0,9,144,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge07, Barge48, Truck32; Barge20, Truck29; Barge26, Truck32"
169,Request71,Delta,Dortmund,184,234,1.0,16,144,"Barge18, Truck30; Barge19, Truck30; Barge20, Truck30; Barge18, Train30; Barge19, Train30; Barge21, Train30; Barge23, Train30; Barge20, Train30; Barge22, Train30; Barge05, Barge48, Train32"
170,Request72,HOME,Venlo,208,260,1.0,25,144,"Barge41, Barge47; Barge43; Barge44; Barge41, Train27; Train24; Barge41, Truck25; Barge41, Truck25"
171,Request73,Delta,Venlo,218,277,1.0,14,144,"Barge21; Barge22; Barge01, Barge36; Barge23; Barge07, Barge47; Barge08, Barge47; Barge09, Barge47; Barge24; Barge02, Barge43; Train05"
172,Request74,Euromax,Nuremberg,172,263,1.0,25,144,"Barge35, Train31; Barge36, Train31; Barge33, Barge48, Train33; Barge33, Barge47, Train31; Train23; Barge33, Train27, Train31; Barge33, Train28, Train33; Train17, Train31; Train18, Train31; Train19, Train33"
173,Request75,Delta,Neuss,198,295,1.0,27,144,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge07, Barge48, Truck32; Barge20, Truck29; Barge26, Truck32"
174,Request76,Delta,Nuremberg,230,311,1.0,10,144,"Barge26, Train33; Barge22, Train31; Barge23, Train31; Barge24, Train31; Barge08, Barge47, Train31; Barge09, Barge47, Train31; Train16; Barge08, Train27, Train31; Train06, Train31; Train07, Train31"
175,Request77,Euromax,Nuremberg,197,362,1.0,30,144,"Barge36, Train31; Barge33, Barge48, Train33; Barge33, Barge47, Train31; Train23; Barge33, Train27, Train31; Barge33, Train28, Train33; Train17, Train31; Train18, Train31; Train19, Train33; Train20, Train33"
176,Request78,Delta,Dortmund,147,314,1.0,26,144,"Barge17, Truck30; Barge18, Truck30; Barge19, Truck30; Barge20, Truck30; Barge26, Train32; Barge04, Barge48, Truck33; Barge06, Barge48, Truck33; Barge05, Barge48, Truck33; Barge07, Barge48, Truck33; Barge03, Barge48, Truck33"
177,Request79,Delta,Moerdijk,228,388,1.0,20,144,Barge08; Barge09; Barge10; Barge11; Barge12; Barge13; Barge14; Barge15; Barge16
178,Request8,Euromax,Dortmund,40,152,0.0,12,0,"Barge33, Barge48, Truck33; Barge36, Train30; Barge33, Barge48, Train32; Barge33, Barge47, Train30; Train22; Barge36, Truck30; Barge33, Barge47, Truck30; Barge33, Train27, Train30; Barge33, Train28, Truck33; Barge33, Train28, Train32"
179,Request80,Delta,Duisburg,154,260,1.0,14,144,"Barge03, Barge48; Barge04, Barge48; Barge05, Barge48; Barge06, Barge48; Barge07, Barge48; Barge26; Barge27; Barge01, Barge37; Train09; Barge03, Train28"
180,Request81,Euromax,Neuss,198,346,1.0,30,144,"Barge39; Barge33, Barge48, Barge49; Barge33, Barge48, Truck32; Barge36, Train29; Barge33, Barge47, Train29; Train21; Barge36, Truck29; Barge33, Barge47, Truck29; Barge33, Train28, Barge49; Barge33, Train28, Truck32"
181,Request82,Delta,Dortmund,167,222,1.0,30,144,"Barge17, Truck30; Barge18, Truck30; Barge19, Truck30; Barge26, Train32; Barge18, Train30; Barge20, Train30; Barge19, Train30; Barge22, Train30; Barge21, Train30; Barge23, Train30"
182,Request83,Delta,Dortmund,157,272,1.0,28,144,"Barge26, Train32; Barge03, Barge48, Train32; Barge04, Barge48, Train32; Barge05, Barge48, Train32; Barge06, Barge48, Train32; Barge03, Barge47, Train30; Barge04, Barge47, Train30; Barge05, Barge47, Train30; Barge06, Barge47, Train30; Barge01, Barge36, Train30"
183,Request84,Delta,Dortmund,223,273,1.0,8,144,"Barge26, Train32; Barge21, Train30; Barge22, Train30; Barge23, Train30; Barge08, Barge47, Train30; Barge09, Barge47, Train30; Barge26, Truck33; Barge21, Truck30; Train14; Barge22, Truck30"
184,Request85,Delta,Neuss,203,292,1.0,10,144,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge07, Barge48, Truck32; Barge20, Truck29; Barge26, Truck32"
185,Request86,HOME,Nuremberg,211,314,1.0,17,144,"Barge45, Train33; Barge41, Barge48, Train33; Barge41, Train28, Train33; Train26, Train33; Barge41, Truck26, Train33; Barge45, Truck34; Barge41, Truck26, Train33; Barge41, Barge48, Truck34; Barge41, Barge47, Truck31; Barge41, Train28, Truck34"
186,Request87,Delta,Neuss,203,279,1.0,12,144,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge07, Barge48, Truck32; Barge20, Truck29; Barge26, Truck32"
187,Request88,Delta,Nuremberg,220,378,1.0,21,144,"Barge26, Train33; Barge01, Train23; Train16; Barge08, Train28, Train33; Barge02, Train26, Train33; Train10, Train33; Train11, Train33; Barge01, Train19, Train33; Barge01, Train20, Train33; Barge08, Truck26, Train33"
188,Request89,Euromax,Dortmund,181,331,1.0,10,144,"Barge35, Truck30; Barge33, Barge48, Truck33; Barge35, Train30; Barge36, Train30; Barge33, Barge48, Train32; Barge33, Barge47, Train30; Train22; Barge36, Truck30; Barge33, Barge47, Truck30; Barge33, Train27, Train30"
189,Request9,Euromax,Neuss,12,143,0.0,27,0,"Barge39; Barge35, Truck29; Barge33, Barge48, Barge49; Barge33, Barge48, Truck32; Barge35, Train29; Barge36, Train29; Barge33, Barge47, Train29; Train21; Barge36, Truck29; Barge33, Barge47, Truck29"
190,Request90,Delta,Neuss,203,256,1.0,20,144,"Barge01, Barge39; Barge31; Barge26, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge06, Barge48, Truck32; Barge07, Barge48, Truck32; Barge20, Truck29; Barge21, Truck29"
191,Request91,Delta,Neuss,180,315,1.0,6,144,"Barge01, Barge39; Barge31; Barge18, Truck29; Barge26, Barge49; Barge04, Barge48, Barge49; Barge05, Barge48, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge04, Barge48, Truck32"
192,Request92,Delta,Nuremberg,229,296,1.0,9,144,"Barge26, Train33; Barge22, Train31; Barge23, Train31; Barge24, Train31; Barge08, Barge47, Train31; Barge09, Barge47, Train31; Train16; Barge08, Train27, Train31; Train06, Train31; Train07, Train31"
193,Request93,Delta,Venlo,177,292,1.0,27,144,"Barge17; Barge18; Barge19; Barge20; Barge21; Barge22; Train01; Barge01, Barge36; Barge23; Train04"
194,Request94,Euromax,Nuremberg,162,330,1.0,13,144,"Barge32, Barge48, Train33; Barge33, Barge48, Train33; Train23; Barge32, Train28, Train33; Barge33, Train28, Train33; Train19, Train33; Train20, Train33; Barge32, Truck26, Train33; Barge33, Truck26, Train33; Barge32, Truck26, Train33"
195,Request95,Delta,Neuss,183,282,1.0,9,144,"Barge01, Barge39; Barge31; Barge18, Truck29; Barge26, Barge49; Barge05, Barge48, Barge49; Barge06, Barge48, Barge49; Barge07, Barge48, Barge49; Barge19, Truck29; Barge05, Barge48, Truck32; Barge06, Barge48, Truck32"
196,Request96,Euromax,Dortmund,216,285,1.0,28,144,"Barge33, Barge48, Truck33; Barge36, Train30; Barge33, Barge48, Train32; Barge33, Barge47, Train30; Train22; Barge33, Train27, Train30; Barge33, Train28, Truck33; Barge33, Train28, Train32; Train17, Train30; Train18, Train30"
197,Request97,HOME,Dortmund,214,340,1.0,28,144,"Barge45, Truck33; Barge45, Train32; Barge41, Barge48, Truck33; Barge41, Barge48, Train32; Barge41, Barge47, Train30; Barge41, Train27, Train30; Train24, Train30; Barge41, Train28, Truck33; Barge41, Train28, Train32; Train26, Truck33"
198,Request98,Delta,Moerdijk,189,333,1.0,8,144,"Barge05; Barge06; Barge07; Barge08; Barge09; Barge10; Barge11; Barge02, Barge42; Barge01, Barge34; Barge02, Truck18"
199,Request99,Euromax,Moerdijk,155,310,1.0,11,144,Barge32; Barge33; Barge34
